well,block,test_temperature,strain,evolution_history,mu_max,doub_time,lag,auc_gc,n_obs
d4,2,42,35_D8,35 evolved,6.95131138908943,0.09971459222038137,0.0500108051161369,0.07271562500000002,97
d5,1,25,40_C7,40 evolved,10.80936334273714,0.06412469990896125,0.09645879856730416,0.6537979166666668,97
d5,1,35,40_C7,40 evolved,15.499484943935627,0.04472065898106815,0.05729199181332334,0.8583854166666666,97
d5,1,38,40_C7,40 evolved,20.279469786032756,0.034179748675546844,0.01957414022223596,0.882403125,97
d5,1,41,40_C7,40 evolved,10.16095683849613,0.06821672324538033,0.044378862200092364,0.6242479166666668,97
d5,1,42,40_C7,40 evolved,8.430862356185887,0.08221545451413635,0.019415252046292297,0.12366041666666666,97
d5,2,25,40_E9,40 evolved,10.476612384957937,0.0661613845287575,0.11052251868551904,0.5789156249999999,97
d5,2,35,40_E9,40 evolved,15.063486312819593,0.04601505695066427,0.07315685715577092,0.8424520833333334,97
d5,2,38,40_E9,40 evolved,16.973278217722616,0.040837554871173735,0.03847939815204149,0.85633125,97
d5,2,41,40_E9,40 evolved,10.216314125775288,0.06784708966721834,0.044096944129055,0.6665552083333335,97
d5,2,42,40_E9,40 evolved,6.347039074343228,0.10920795861520201,0.04119247073467057,0.08794999999999999,97
d5,3,25,35_E7,35 evolved,11.2154604042239,0.0618028289145309,0.0842947600449247,0.6647947916666668,97
d5,3,35,35_E7,35 evolved,17.660712434667207,0.03924797389256662,0.04477612638895735,0.8876208333333331,97
d5,3,38,35_E7,35 evolved,18.001258629167424,0.03850548424635372,0.036451314271057356,0.8799447916666668,97
d5,3,41,35_E7,35 evolved,9.243314501672117,0.07498902914474617,0.04721963226791964,0.27361562500000003,97
d5,3,42,35_E7,35 evolved,5.309685124804983,0.13054393325920688,0.03720399216353219,0.05584999999999999,97
d6,2,25,35_G9,35 evolved,11.126470522767693,0.06229712999657738,0.08603429030394416,0.6938364583333332,97
d6,2,35,35_G9,35 evolved,16.81674041855935,0.04121768923750359,0.06407286989809916,0.8803770833333332,97
d6,2,38,35_G9,35 evolved,19.702378498847292,0.03518088846991233,0.02387861618262506,0.9050333333333335,97
d6,2,41,35_G9,35 evolved,10.360021925804098,0.0669059569105252,0.042161077712350295,0.4209187499999999,97
d6,2,42,35_G9,35 evolved,6.412209358473655,0.10809802703087976,0.03799636324862904,0.055582291666666665,97
d6,3,25,35_C9,35 evolved,13.050292424674202,0.053113536310451646,0.04034364294956405,0.6459031249999998,97
d6,3,35,35_C9,35 evolved,18.419532190535524,0.0376310958057938,0.04933303331458497,0.7460510416666666,97
d6,3,38,35_C9,35 evolved,18.665049772669008,0.03713610137675131,0.026997754719843392,0.8686500000000003,97
d6,3,41,35_C9,35 evolved,9.187342904414727,0.07544588111834515,0.033364253787450976,0.32463437500000003,97
d6,3,42,35_C9,35 evolved,5.068629698857865,0.13675238116450583,0.04127682279534527,0.060169791666666674,97
d7,1,25,35_B6,35 evolved,11.107596727249408,0.062402983973977096,0.09699450628856149,0.6907020833333334,97
d7,1,35,35_B6,35 evolved,16.791011025679357,0.04128084839560165,0.06368294377971662,0.867828125,97
d7,1,38,35_B6,35 evolved,19.380213710178303,0.03576571398673024,0.02929343948190896,0.9063406249999997,97
d7,1,41,35_B6,35 evolved,9.786959693850095,0.07082354502752304,0.046568140806743666,0.32373750000000007,97
d7,1,42,35_B6,35 evolved,7.409578731864786,0.09354744792427616,0.03194411009986032,0.08946979166666665,97
d7,3,25,40_D8,40 evolved,11.725229757157239,0.05911587192027848,0.06633810980903337,0.6126958333333332,97
d7,3,35,40_D8,40 evolved,16.10216874073874,0.043046821314589256,0.05485602729362918,0.850836458333333,97
d7,3,38,40_D8,40 evolved,19.31920186506609,0.035878665454256026,0.0304210937230261,0.8335125,97
d7,3,41,40_D8,40 evolved,9.775315100268358,0.07090791176040111,0.03770846980392979,0.6745802083333334,97
d7,3,42,40_D8,40 evolved,5.6012600407381505,0.12374843794408094,0.04888607531104798,0.09203750000000001,97
d8,2,25,40_C9,40 evolved,10.899299753738662,0.0635955700110168,0.10936498364302963,0.6771979166666666,97
d8,2,35,40_C9,40 evolved,16.680008316974522,0.041555565644086606,0.06799040320689342,0.9251052083333331,97
d8,2,38,40_C9,40 evolved,17.33433455090306,0.03998695066859862,0.04912589118585617,1.0045937499999995,97
d8,2,41,40_C9,40 evolved,11.208329353322899,0.06184214959336916,0.05174900298284291,0.7522708333333331,97
d8,2,42,40_C9,40 evolved,6.5380146469684215,0.10601799139152238,0.03698083968316418,0.1039989583333333,97
d9,2,25,40_C9,40 evolved,11.079774872692232,0.06255968090726378,0.0890412420194395,0.6428947916666665,97
d9,2,35,40_C9,40 evolved,16.763217570312566,0.04134929214230922,0.06878650189603702,0.9107937500000001,97
d9,2,38,40_C9,40 evolved,17.733101125025627,0.039087758856895576,0.046874290466263124,0.9204145833333331,97
d9,2,41,40_C9,40 evolved,11.336982474132459,0.06114035918653805,0.05481025944609377,0.7521937499999998,97
d9,2,42,40_C9,40 evolved,8.012951223555582,0.08650335703059171,0.06657661927214992,0.11614895833333334,97
e10,1,25,fRS585,fRS585,11.096320911445835,0.06246639639314732,0.0984937599390252,0.6766114583333332,97
e10,1,35,fRS585,fRS585,16.491634118183313,0.04203023033331163,0.06059736156273862,0.9047958333333329,97
e10,1,38,fRS585,fRS585,17.661333967471208,0.039246592688671735,0.04184288637942418,0.8791760416666664,97
e10,1,41,fRS585,fRS585,10.106764633156951,0.06858249951581526,0.05106019396304856,0.49740416666666665,97
e10,1,42,fRS585,fRS585,6.862598897351357,0.10100359804322351,0.0386237937678538,0.1146885416666666,97
e10,2,25,fRS585,fRS585,11.01029079892151,0.0629544844199611,0.09752158327130364,0.6385843749999999,97
e10,2,35,fRS585,fRS585,17.301656259785542,0.0400624755313765,0.06201203292193036,0.8668781250000004,97
e10,2,38,fRS585,fRS585,18.10540838854087,0.038283984856074635,0.05046676132915509,0.8863145833333334,97
e10,2,41,fRS585,fRS585,10.657234163606555,0.06504006292054436,0.03497224043019195,0.6118729166666665,97
e10,2,42,fRS585,fRS585,6.3980530485843605,0.10833720434895608,0.03488045467076703,0.06093333333333333,97
e11,2,25,40_E11,40 evolved,11.022909552776005,0.06288241568537441,0.10180034280322348,0.669740625,97
e11,2,35,40_E11,40 evolved,17.091577038237226,0.04055489900137585,0.07014210371855956,0.8805510416666668,97
e11,2,38,40_E11,40 evolved,17.80152891752564,0.0389375083326433,0.04141928372988821,0.8943458333333333,97
e11,2,41,40_E11,40 evolved,11.857474040797117,0.05845656319171234,0.03989730928876767,0.7874385416666667,97
e11,2,42,40_E11,40 evolved,7.75215467972315,0.08941348685585043,0.03837122336235638,0.10748958333333333,97
e11,3,25,40_E7,40 evolved,11.452139312419105,0.06052556309791586,0.07390164899295437,0.6429708333333333,97
e11,3,35,40_E7,40 evolved,16.679881996185486,0.04155588035445699,0.053302496371145036,0.8699239583333328,97
e11,3,38,40_E7,40 evolved,18.114599125287143,0.03826456085314877,0.032489379724062684,0.9061822916666668,97
e11,3,41,40_E7,40 evolved,10.904625195129285,0.06356451213651525,0.04263215517596916,0.748471875,97
e11,3,42,40_E7,40 evolved,13.46677407080326,0.05147091478000869,0.6598071646474346,0.11524895833333333,97
e2,1,25,35_B8,35 evolved,11.530006886333474,0.0601168054271965,0.07077362202895629,0.66435625,97
e2,1,35,35_B8,35 evolved,16.862148751613848,0.04110669350450401,0.04898233213357758,0.8755375,97
e2,1,38,35_B8,35 evolved,18.91723556342116,0.03664103976694312,0.02102745399963591,0.9092427083333334,97
e2,1,41,35_B8,35 evolved,9.80644244327747,0.07068283779456767,0.041601367270681394,0.285259375,97
e2,1,42,35_B8,35 evolved,7.409578731864793,0.09354744792427606,0.03210568538715549,0.07125312499999997,97
e2,3,25,40_B6,40 evolved,10.759660839149301,0.06442091353269348,0.09091633527038101,0.607790625,97
e2,3,35,40_B6,40 evolved,15.482646638743832,0.04476929537521132,0.05329851839293029,0.8232406250000001,97
e2,3,38,40_B6,40 evolved,18.36772874488953,0.037737228711677284,0.02942522882748312,0.845321875,97
e2,3,41,40_B6,40 evolved,10.245551046557416,0.06765347977967939,0.0462423004522404,0.6726968749999999,97
e2,3,42,40_B6,40 evolved,5.068595548725494,0.13675330254635099,0.02859509374448487,0.05862499999999998,97
e3,1,25,35_F4,35 evolved,11.20749846219473,0.06184673438930889,0.08755215954981496,0.6571604166666667,97
e3,1,35,35_F4,35 evolved,16.64706293364824,0.041637806219793065,0.055419914825776045,0.8816052083333332,97
e3,1,38,35_F4,35 evolved,18.476230045576255,0.03751561757188149,0.025722061792506343,0.8953291666666668,97
e3,1,41,35_F4,35 evolved,9.835656950497357,0.07047289103804043,0.04214177087000254,0.2727843749999999,97
e3,1,42,35_F4,35 evolved,10.487855267499938,0.06609046014468652,0.02689368530331991,0.1161354166666666,97
e3,2,25,35_C7,35 evolved,11.062342490376945,0.0626582643922758,0.10208223501309338,0.6520187499999998,97
e3,2,35,35_C7,35 evolved,16.859188916343687,0.041113910283548244,0.06944224818187539,0.8666281249999999,97
e3,2,38,35_C7,35 evolved,18.912667348844234,0.036649890138436975,0.023076629679544783,0.9270260416666667,97
e3,2,41,35_C7,35 evolved,10.02074688139487,0.06917120936832409,0.03836362507079913,0.3076677083333333,97
e3,2,42,35_C7,35 evolved,8.723011330837483,0.07946191450073438,0.03253050562399634,0.10084895833333327,97
e4,3,25,35_C5,35 evolved,11.259971807569142,0.06155851829877586,0.08226580741370554,0.6600250000000003,97
e4,3,35,35_C5,35 evolved,17.14053176136238,0.04043907098159083,0.0552735649312438,0.90443125,97
e4,3,38,35_C5,35 evolved,17.78529761456253,0.03897304366683182,0.03802648849863047,0.89861875,97
e4,3,41,35_C5,35 evolved,8.96907237490029,0.07728192521889993,0.043822277523120096,0.24433541666666658,97
e4,3,42,35_C5,35 evolved,7.8933318475590415,0.08781427082332745,0.03129214500546117,0.09084375,97
e5,1,25,40_D4,40 evolved,10.960727152350985,0.06323916022407974,0.09663801981064338,0.6533864583333333,97
e5,1,35,40_D4,40 evolved,15.894216963799444,0.043610023830595264,0.061733033299851525,0.8569760416666669,97
e5,1,38,40_D4,40 evolved,19.81095879276529,0.03498806836209632,0.038185153392381044,0.818469791666667,97
e5,1,41,40_D4,40 evolved,9.823604480312953,0.07055935343783949,0.04137501444344284,0.6397885416666665,97
e5,1,42,40_D4,40 evolved,6.268643650425851,0.11057370927646483,0.041918869114723006,0.15270833333333333,97
e5,3,25,40_G5,40 evolved,10.971482075682161,0.06317716929933082,0.07263926280585703,0.6112031250000001,97
e5,3,35,40_G5,40 evolved,15.790066160495385,0.043897674241169804,0.056962204949841166,0.9075437500000001,97
e5,3,38,40_G5,40 evolved,16.75054780212331,0.04138056789235761,0.029738926414369038,0.893411458333333,97
e5,3,41,40_G5,40 evolved,9.249386776970242,0.07493979841839793,0.049903438286443585,0.5190104166666668,97
e5,3,42,40_G5,40 evolved,4.967465736733823,0.13953738531787016,0.05320591624951339,0.06494374999999998,97
e7,1,25,35_F4,35 evolved,11.105090212901711,0.062417068864029424,0.07731166128669584,0.6821947916666666,97
e7,1,35,35_F4,35 evolved,16.78158411018144,0.04130403756933832,0.06100631684000413,0.8910437499999997,97
e7,1,38,35_F4,35 evolved,19.60862594409883,0.035349094961370627,0.036362983747138956,0.9331364583333334,97
e7,1,41,35_F4,35 evolved,10.067654528055739,0.06884892391056306,0.05144942046458234,0.3658166666666666,97
e7,1,42,35_F4,35 evolved,9.974026747071752,0.06949521974797636,0.024925420939122298,0.14134374999999996,97
e8,1,25,35_B8,35 evolved,11.302669046289909,0.061325973336136055,0.08748175782535766,0.6808916666666667,97
e8,1,35,35_B8,35 evolved,16.71453992352707,0.041469713419050466,0.06396285266638418,0.8810041666666668,97
e8,1,38,35_B8,35 evolved,17.89316006297521,0.03873810875890032,0.030236660114400543,0.9087385416666669,97
e8,1,41,35_B8,35 evolved,10.030455464496187,0.06910425782891015,0.05139929510947164,0.3882562499999999,97
e8,1,42,35_B8,35 evolved,8.590033999129659,0.0806920182888886,0.03718623970190066,0.11276145833333334,97
e8,2,25,35_C7,35 evolved,11.202355637679597,0.06187512724810445,0.10028880463741716,0.6564833333333335,97
e8,2,35,35_C7,35 evolved,16.81944120594049,0.04121107069330766,0.06827547472409604,0.8525500000000001,97
e8,2,38,35_C7,35 evolved,17.88204640337078,0.0387621844236623,0.04922787026525244,0.9129833333333335,97
e8,2,41,35_C7,35 evolved,10.146657262851127,0.06831286034442999,0.0510443749483627,0.47834999999999994,97
e8,2,42,35_C7,35 evolved,9.010979037665807,0.07692251615086403,0.02509067150777067,0.09824687499999998,97
e9,1,25,40_D2,40 evolved,10.734521545008667,0.06457178157905366,0.10432950535081503,0.5842791666666667,97
e9,1,35,40_D2,40 evolved,14.898283082101972,0.04652530608662259,0.06710000176924161,0.8457822916666667,97
e9,1,38,40_D2,40 evolved,17.814482935058553,0.038909194450760354,0.02456707540648262,0.8698604166666666,97
e9,1,41,40_D2,40 evolved,9.766291243109324,0.07097342924818059,0.048797823936307466,0.6132114583333332,97
e9,1,42,40_D2,40 evolved,9.680982308322735,0.07159884797682639,0.04266351780139106,0.37183124999999995,97
e9,2,25,35_B2,35 evolved,10.649499415568958,0.06508730161969903,0.11582128679504355,0.6637395833333333,97
e9,2,35,35_B2,35 evolved,16.737520532741158,0.04141277551857475,0.07138705569626141,0.8894447916666668,97
e9,2,38,35_B2,35 evolved,17.51159358969794,0.039582187481082436,0.05107772956518339,0.8949895833333327,97
e9,2,41,35_B2,35 evolved,9.9947457470989,0.06935115690773223,0.04713190019276864,0.4679499999999999,97
e9,2,42,35_B2,35 evolved,6.121131559367667,0.11323840597726831,0.040775335681943845,0.060433333333333346,97
f10,1,25,40_F2,40 evolved,10.762734190579495,0.06440251782550288,0.10604645697005102,0.6515802083333333,97
f10,1,35,40_F2,40 evolved,19.383736178502012,0.035759214538252766,0.11770531363953551,0.9729343749999999,97
f10,1,38,40_F2,40 evolved,17.73385688536085,0.03908609306146665,0.027290791018141067,0.9136333333333332,97
f10,1,41,40_F2,40 evolved,13.261368912520423,0.0522681470617657,0.13129418865808834,1.0188072916666664,97
f10,1,42,40_F2,40 evolved,7.764155241070515,0.08927528611140634,0.0378858738712973,0.20661145833333328,97
f11,1,25,fRS585,fRS585,11.182449919983128,0.0619852702690209,0.09903468923671024,0.6835041666666668,97
f11,1,35,fRS585,fRS585,16.66707770882356,0.04158780517312839,0.05971615368042721,0.8900489583333334,97
f11,1,38,fRS585,fRS585,18.517227939630622,0.03743255647226061,0.03460086144028897,0.8802229166666667,97
f11,1,41,fRS585,fRS585,10.900763763689248,0.06358702890790442,0.04886433293394969,0.5835520833333334,97
f11,1,42,fRS585,fRS585,7.2981711826324815,0.09497546210061959,0.03615354575958522,0.08708958333333335,97
f11,2,25,35_B2,35 evolved,10.721123506041987,0.06465247603661275,0.11564084447929146,0.6456822916666666,97
f11,2,35,35_B2,35 evolved,17.644461685000376,0.03928412172240949,0.07627087601582891,0.8425510416666668,97
f11,2,38,35_B2,35 evolved,17.810357147580692,0.038918207805512785,0.040686496939735,0.913288541666667,97
f11,2,41,35_B2,35 evolved,10.499675982070096,0.06601605437573567,0.04605640948219,0.5931552083333334,97
f11,2,42,35_B2,35 evolved,6.1907515208083455,0.1119649493652168,0.036820231056772165,0.06466875,97
f11,3,25,35_F2,35 evolved,11.814565738042763,0.05866886654394918,0.057207697657969264,0.6313124999999997,97
f11,3,35,35_F2,35 evolved,17.838744794815504,0.03885627540124883,0.05931960742774747,0.815101041666667,97
f11,3,38,35_F2,35 evolved,18.14502648195745,0.038200395091689605,0.038388866607465155,0.9243322916666669,97
f11,3,41,35_F2,35 evolved,9.840000774603979,0.07044178109709973,0.04204074127051308,0.5512312499999998,97
f11,3,42,35_F2,35 evolved,6.17315046438159,0.11228418690899072,0.03816236344288759,0.06617812499999999,97
f2,1,25,35_G5,35 evolved,11.113765901015967,0.06236834451376928,0.09232510024992893,0.6811718750000001,97
f2,1,35,35_G5,35 evolved,16.537363220507903,0.0419140083771261,0.05843097455846523,0.9049000000000001,97
f2,1,38,35_G5,35 evolved,18.46796319053367,0.0375324107704113,0.02710036633615384,0.9320312499999999,97
f2,1,41,35_G5,35 evolved,9.284642756796602,0.07465523431717859,0.04598369228296739,0.22676458333333332,97
f2,1,42,35_G5,35 evolved,7.160201755705535,0.09680553763832393,0.03320422661112504,0.07343229166666666,97
f2,2,25,35_F6,35 evolved,11.113334155973886,0.062370767479114214,0.07312267814214399,0.6629322916666665,97
f2,2,35,35_F6,35 evolved,17.60737300412886,0.03936687093511366,0.0764102302530241,0.8017197916666664,97
f2,2,38,35_F6,35 evolved,18.339715384388978,0.03779487118703935,0.02767174869364393,0.8559968749999999,97
f2,2,41,35_F6,35 evolved,9.293496593998704,0.0745841108940145,0.037109157315638464,0.24424166666666666,97
f2,2,42,35_F6,35 evolved,5.631210694407104,0.12309025859188262,0.0332890617850362,0.053003125,97
f2,3,25,40_F6,40 evolved,11.379137364934415,0.060913860016834444,0.07820354433203763,0.66855,97
f2,3,35,40_F6,40 evolved,17.33234542054415,0.03999153973347156,0.04891518667707395,1.09038125,97
f2,3,38,40_F6,40 evolved,17.747976564469894,0.03905499751152328,0.0363536182245561,0.9246843750000002,97
f2,3,41,40_F6,40 evolved,12.487678003059978,0.05550649050929217,0.05316713492212363,0.7820937499999998,97
f2,3,42,40_F6,40 evolved,6.849739040490016,0.10119322451010615,0.019998687165413146,0.07585104166666666,97
f3,1,25,40_D4,40 evolved,10.826635902150354,0.06402239687604849,0.0984315646950368,0.649321875,97
f3,1,35,40_D4,40 evolved,16.113345992632205,0.04301696127402002,0.05753616968302658,0.86305,97
f3,1,38,40_D4,40 evolved,17.759002387773016,0.03903074989376507,0.029192977887367993,0.9013510416666668,97
f3,1,41,40_D4,40 evolved,15.088792371966242,0.04593788313024684,0.12297826717351637,0.6994843750000003,97
f3,1,42,40_D4,40 evolved,9.848943512061448,0.07037782069834057,0.05589605555500862,0.5752552083333333,97
f3,2,25,40_F4,40 evolved,10.52493206877024,0.06585763936820681,0.12100835753147127,0.6694895833333334,97
f3,2,35,40_F4,40 evolved,15.254360047765442,0.04543928282730432,0.0692175483282732,0.9005010416666664,97
f3,2,38,40_F4,40 evolved,16.84892582008084,0.04113895378029622,0.04083334880861396,0.9250875000000002,97
f3,2,41,40_F4,40 evolved,11.096566101161287,0.06246501613570395,0.055049013159954335,0.7492135416666664,97
f3,2,42,40_F4,40 evolved,8.275852651988394,0.08375537962162806,0.07940235707982074,0.49005208333333317,97
f3,3,25,35_E7,35 evolved,10.786892202804319,0.06425828380668758,0.10584761051766872,0.6355312499999999,97
f3,3,35,35_E7,35 evolved,17.762774257005738,0.039022461836813814,0.03898674665435223,0.8831635416666669,97
f3,3,38,35_E7,35 evolved,23.186868666307642,0.02989395379494011,0.029487010917439715,0.8446916666666668,97
f3,3,41,35_E7,35 evolved,10.672558775224449,0.06494667259823717,0.04112378743593223,0.443546875,97
f3,3,42,35_E7,35 evolved,5.090149860230224,0.13617421875445426,0.02651796015969199,0.051377083333333344,97
f4,1,25,35_D4,35 evolved,10.95240472998839,0.06328721387204252,0.08499993364424682,0.6785374999999998,97
f4,1,35,35_D4,35 evolved,16.568832421873118,0.04183440105561672,0.05849943247033454,0.893190625,97
f4,1,38,35_D4,35 evolved,17.814002839708177,0.03891024307096721,0.03861905961311174,0.8915864583333334,97
f4,1,41,35_D4,35 evolved,9.408517115498025,0.07367230904200302,0.04355623341384815,0.22604270833333331,97
f4,1,42,35_D4,35 evolved,7.8255130879313395,0.08857530142386837,0.03956405710170233,0.08269895833333331,97
f4,2,25,40_G11,40 evolved,10.625318666318595,0.06523542515079252,0.10191822389131261,0.6772875,97
f4,2,35,40_G11,40 evolved,17.495108890666067,0.03961948364492609,0.06024021865526563,0.9570520833333335,97
f4,2,38,40_G11,40 evolved,17.936357487359025,0.038644812975458,0.026933871380624988,0.9419781249999997,97
f4,2,41,40_G11,40 evolved,10.480067469738566,0.06613957234163077,0.03465294422137344,0.7863593750000001,97
f4,2,42,40_G11,40 evolved,7.7272054124649525,0.08970218126229851,0.19584566731125236,0.1923625,97
f4,3,25,40_C5,40 evolved,10.646842189125834,0.06510354603244632,0.09856323635728428,0.6378104166666667,97
f4,3,35,40_C5,40 evolved,15.456238089494722,0.044845788253680095,0.06185690704641497,0.8417374999999998,97
f4,3,38,40_C5,40 evolved,17.02210357935853,0.040720418444667124,0.03390671019086815,0.908077083333333,97
f4,3,41,40_C5,40 evolved,9.834188200707565,0.07048341626308043,0.046813866182652875,0.6985916666666666,97
f4,3,42,40_C5,40 evolved,5.328776078140044,0.13007624460021996,0.03739538255864225,0.08176145833333333,97
f5,1,25,35_B6,35 evolved,11.143722705117867,0.06220068453799649,0.10345092407043302,0.6537499999999999,97
f5,1,35,35_B6,35 evolved,16.740610371395153,0.04140513190273712,0.060775867020054275,0.9370114583333329,97
f5,1,38,35_B6,35 evolved,18.005090347767702,0.03849728977593732,0.03243993325602518,0.8847239583333336,97
f5,1,41,35_B6,35 evolved,9.324349233587286,0.07433732512539924,0.04446402688190479,0.17606979166666661,97
f5,1,42,35_B6,35 evolved,7.109613429556638,0.09749435569567537,0.03291629542669859,0.071721875,97
f5,2,25,40_B2,40 evolved,9.838411010254596,0.07045316360919224,0.10198375844866694,0.6664322916666666,97
f5,2,35,40_B2,40 evolved,16.03060829970936,0.04323898180286223,0.07222567710023853,0.9339249999999999,97
f5,2,38,40_B2,40 evolved,16.116739049057415,0.04300790491488934,0.03835207153911441,0.9256947916666665,97
f5,2,41,40_B2,40 evolved,9.60963003387398,0.07213047517090658,0.054241736015533476,0.7117583333333334,97
f5,2,42,40_B2,40 evolved,6.094147709623072,0.11373980638267414,0.03890828609897479,0.23874895833333332,97
f5,3,25,40_D8,40 evolved,11.374382088265286,0.06093932621404119,0.07583656382439063,0.6232604166666664,97
f5,3,35,40_D8,40 evolved,15.835024914616193,0.04377304009923913,0.05346021853865679,0.8945489583333334,97
f5,3,38,40_D8,40 evolved,17.040053333937646,0.0406775241236743,0.03531145896187332,0.8675864583333335,97
f5,3,41,40_D8,40 evolved,9.971129510901198,0.06951541245173318,0.04928216958746051,0.6475645833333333,97
f5,3,42,40_D8,40 evolved,5.449420412473808,0.12719649579124426,0.02625075973360667,0.07638020833333334,97
f6,1,25,40_B8,40 evolved,10.669586028300632,0.06496476796020026,0.11770707963159205,0.6174260416666666,97
f6,1,35,40_B8,40 evolved,14.856217407811965,0.04665704341371998,0.05921715603358313,0.9052093750000003,97
f6,1,38,40_B8,40 evolved,16.95972691538522,0.040870185234595284,0.0462536182614291,0.8290750000000001,97
f6,1,41,40_B8,40 evolved,9.77543575053687,0.07090703660160391,0.045685926796792176,0.685478125,97
f6,1,42,40_B8,40 evolved,13.959630506590889,0.049653691065295984,0.14815288471678564,0.16603333333333328,97
f7,1,25,40_C7,40 evolved,10.592879981061989,0.06543519626382606,0.1017723033543117,0.6621697916666667,97
f7,1,35,40_C7,40 evolved,15.672480617353528,0.04422702426522387,0.0629863863669276,0.8734739583333333,97
f7,1,38,40_C7,40 evolved,20.757458714162503,0.03339268019774604,0.036603367781861865,0.7511395833333334,97
f7,1,41,40_C7,40 evolved,12.089269685854816,0.05733573644824631,0.2039321594124197,0.6717937500000001,97
f7,1,42,40_C7,40 evolved,7.955871012045808,0.0871239842262986,0.03022195130175319,0.13265937499999994,97
f7,2,25,40_F4,40 evolved,10.684185021269165,0.06487599935606571,0.11408687072361123,0.6696270833333334,97
f7,2,35,40_F4,40 evolved,15.323955731425311,0.04523291457560706,0.06645065209541182,0.9042552083333336,97
f7,2,38,40_F4,40 evolved,16.95792972671966,0.0408745166261535,0.041986843578147276,0.919798958333333,97
f7,2,41,40_F4,40 evolved,11.3286796769315,0.061185168998236866,0.05105715251178819,0.7856791666666668,97
f7,2,42,40_F4,40 evolved,7.109127820607869,0.09750101532155002,0.05007972223801585,0.15725624999999996,97
f7,3,25,35_D2,35 evolved,12.069550076720843,0.05742941337116233,0.05089360061306622,0.6721093749999999,97
f7,3,35,35_D2,35 evolved,17.356733042872843,0.03993534836583609,0.05052224068927383,0.8815583333333333,97
f7,3,38,35_D2,35 evolved,18.274759997900237,0.03792920840763915,0.032092108691754405,0.9073052083333335,97
f7,3,41,35_D2,35 evolved,10.212958538033247,0.06786938162714089,0.04331317166047423,0.39723854166666656,97
f7,3,42,35_D2,35 evolved,5.277310535427536,0.13134477797103722,0.029130023223882237,0.05543958333333336,97
f8,2,25,35_G9,35 evolved,11.499701196960459,0.0602752339985281,0.08444541984062937,0.6803281250000002,97
f8,2,35,35_G9,35 evolved,16.940630567600873,0.040916256203921725,0.07078573569466429,0.8780572916666667,97
f8,2,38,35_G9,35 evolved,18.16313227088376,0.03816231530015824,0.035504200159820073,0.9027427083333334,97
f8,2,41,35_G9,35 evolved,10.124266225043472,0.06846394248754249,0.04035994827359088,0.39723854166666667,97
f8,2,42,35_G9,35 evolved,5.478812846281118,0.12651411902679546,0.033622861090080725,0.05343020833333332,97
f8,3,25,40_G5,40 evolved,10.996155839648763,0.0630354089799882,0.0766442201324139,0.6127385416666667,97
f8,3,35,40_G5,40 evolved,16.02461893600113,0.04325514281046093,0.052255986797024895,0.8783749999999998,97
f8,3,38,40_G5,40 evolved,20.0782661884406,0.03452226273197841,0.022123864078855103,0.8792302083333331,97
f8,3,41,40_G5,40 evolved,9.824679486368792,0.07055163290788766,0.1023386435778808,0.6504604166666667,97
f8,3,42,40_G5,40 evolved,5.166987467300843,0.13414918943514198,0.052326066653890696,0.07769166666666662,97
f9,2,25,35_F6,35 evolved,11.098283275994154,0.0624553512757454,0.099539356135954965,0.6654239583333333,97
f9,2,35,35_F6,35 evolved,16.83102164220434,0.04118271577893144,0.07082925546814692,0.8569958333333336,97
f9,2,38,35_F6,35 evolved,20.028924999372194,0.034607308209585484,0.05095753352501553,0.940055208333333,97
f9,2,41,35_F6,35 evolved,10.161202039040422,0.06821507710375209,0.04106209144004422,0.4961302083333333,97
f9,2,42,35_F6,35 evolved,5.437286245477486,0.12748035495399512,0.0380067432756126,0.05243229166666665,97
g10,1,25,40_G9,40 evolved,10.823230212394432,0.06404254247185599,0.08069621883405864,0.7213916666666668,97
g10,1,35,40_G9,40 evolved,17.355050196201706,0.03993922072963213,0.049344879950166565,1.024303125,97
g10,1,38,40_G9,40 evolved,20.580428550881482,0.03367991967933326,0.02340896534627577,0.9816718750000001,97
g10,1,41,40_G9,40 evolved,11.505128663230732,0.060246799566455615,0.026584763740543832,0.8146510416666668,97
g10,1,42,40_G9,40 evolved,9.223888503282984,0.0751469600172681,0.027522995473604622,0.4289614583333332,97
g10,3,25,35_F2,35 evolved,11.645687365800422,0.059519645237557386,0.07105152768296591,0.6741312499999997,97
g10,3,35,35_F2,35 evolved,17.33832696432315,0.03997774306518877,0.05961639826519469,0.8724520833333335,97
g10,3,38,35_F2,35 evolved,18.755923009660112,0.03695617540138891,0.0322931733034569,0.92816875,97
g10,3,41,35_F2,35 evolved,10.78701700553214,0.064257540356566,0.05352803981587875,0.6848812499999998,97
g10,3,42,35_F2,35 evolved,5.971803536749492,0.11606999063087592,0.03576737919066879,0.07035104166666666,97
g2,1,25,35_G11,35 evolved,11.679234421956632,0.05934868292880979,0.08611933340558292,0.58760625,97
g2,1,35,35_G11,35 evolved,16.59427693859637,0.04177025507798807,0.05670711713341167,0.9053447916666665,97
g2,1,38,35_G11,35 evolved,20.269660031657743,0.03419629039053284,0.031603847995972434,0.9007406250000003,97
g2,1,41,35_G11,35 evolved,9.541790376561558,0.07264330416046355,0.041119748120529126,0.1984833333333333,97
