Variant,Gene,Loading,Abs_Loading
488,nan,-0.0018114622003671719,0.0018114622003671719
51,CAGL0K05335g,-0.0018048234241861852,0.0018048234241861852
546,CAGL0A02321g,-0.0018001617849934238,0.0018001617849934238
96,CAGL0I01342g,-0.0017926011679187995,0.0017926011679187995
365,CAGL0E00561g,-0.0017893202998018143,0.0017893202998018143
346,CAGL0D05082g,0.0017861676729139884,0.0017861676729139884
550,nan,-0.0017821619493054437,0.0017821619493054437
307,CAGL0G02959g,0.001756334199107626,0.001756334199107626
805,CAGL0L05918g,0.001756334199107626,0.001756334199107626
76,CAGL0K02739g,-0.0017555518050391863,0.0017555518050391863
440,CAGL0B02497g,-0.0017532473978014293,0.0017532473978014293
159,nan,-0.0017253981653777637,0.0017253981653777637
831,CAGL0L02871g,-0.0017208971212020459,0.0017208971212020459
803,CAGL0L06138g,-0.0017155279221838951,0.0017155279221838951
383,CAGL0E03366g,0.0017131234909960877,0.0017131234909960877
401,CAGL0E04268g,0.0017118679879220924,0.0017118679879220924
277,CAGL0G05720g,-0.0017086902242889898,0.0017086902242889898
402,nan,-0.0017018473844510535,0.0017018473844510535
649,CAGL0M13761g,-0.0016996497780789447,0.0016996497780789447
121,CAGL0I05016g,-0.0016996497780789447,0.0016996497780789447
563,CAGL0A00451g,-0.0016996497780789447,0.0016996497780789447
443,CAGL0B01859g,-0.0016904103116153657,0.0016904103116153657
399,CAGL0E04092g,-0.0016876479605939317,0.0016876479605939317
470,nan,-0.001687144592331541,0.001687144592331541
817,CAGL0L05434g,-0.0016858089052412277,0.0016858089052412277
80,nan,0.001681746575081066,0.001681746575081066
206,nan,-0.0016812066423276552,0.0016812066423276552
8,CAGL0K11902g,-0.0016735362041383674,0.0016735362041383674
135,nan,-0.001668697638532992,0.001668697638532992
48,CAGL0K05555g,-0.0016674918988452156,0.0016674918988452156
150,nan,-0.0016620499421459176,0.0016620499421459176
69,nan,-0.0016593564495955473,0.0016593564495955473
154,CAGL0I10147g,-0.0016501631542602153,0.0016501631542602153
204,nan,-0.0016495430734822841,0.0016495430734822841
449,CAGL0B00550g-T-E1,0.001649252854774572,0.001649252854774572
767,nan,0.0016392452525004564,0.0016392452525004564
687,CAGL0M08228g,-0.0016384694602712266,0.0016384694602712266
78,CAGL0K02035g,0.00163218583576114,0.00163218583576114
456,CAGL0J00429g,-0.001632014805076454,0.001632014805076454
705,nan,0.001629372888094904,0.001629372888094904
376,nan,-0.0016291090261460277,0.0016291090261460277
97,nan,-0.0016201337254144145,0.0016201337254144145
305,CAGL0G03289g,-0.0016196624798854756,0.0016196624798854756
845,nan,-0.001614842011113953,0.001614842011113953
145,nan,-0.0016142822936808605,0.0016142822936808605
753,CAGL0L12122g,-0.0016061706464552375,0.0016061706464552375
57,nan,-0.001593855692228068,0.001593855692228068
696,nan,0.0015910464761424061,0.0015910464761424061
157,nan,0.0015910464761424061,0.0015910464761424061
743,CAGL0M00220g,0.0015910464761424061,0.0015910464761424061
532,nan,-0.0015909102439633852,0.0015909102439633852
497,CAGL0J07062g,-0.0015824452114776082,0.0015824452114776082
556,nan,-0.001579220496162913,0.001579220496162913
407,CAGL0E05170g,-0.0015771242170378446,0.0015771242170378446
634,CAGL0F01463g,-0.001573421644891812,0.001573421644891812
325,CAGL0D00264g,-0.001564456100237305,0.001564456100237305
196,CAGL0H06622g,-0.0015600750824424554,0.0015600750824424554
368,CAGL0E00693g,-0.0015593851900534998,0.0015593851900534998
659,CAGL0M12320g,0.0015544511089075922,0.0015544511089075922
126,CAGL0I05500g,0.00154362889403994,0.00154362889403994
26,CAGL0K08008g,0.0015367890432724633,0.0015367890432724633
412,CAGL0E05786g,-0.0015363424110979105,0.0015363424110979105
87,CAGL0K00170g,0.0015292946326847603,0.0015292946326847603
704,nan,0.0015195326912430332,0.0015195326912430332
375,nan,-0.0015063374089873383,0.0015063374089873383
415,CAGL0E06160g,0.0015026550052455998,0.0015026550052455998
740,nan,0.0014909820021434452,0.0014909820021434452
423,CAGL0B04389g,0.0014861289377064528,0.0014861289377064528
853,CAGL0L00495g,0.001485658153986884,0.001485658153986884
637,CAGL0F01243g,-0.0014848887537627035,0.0014848887537627035
380,CAGL0E02805g-T-E2,-0.0014797630456328966,0.0014797630456328966
489,CAGL0J05654g,-0.0014708622421388735,0.0014708622421388735
99,nan,-0.0014639376615747783,0.0014639376615747783
133,nan,-0.0014522306626399864,0.0014522306626399864
422,CAGL0B04895g,-0.0014467702633249088,0.0014467702633249088
224,CAGL0H02959g,-0.0014457112387220616,0.0014457112387220616
129,CAGL0I05764g,0.0014444337232431112,0.0014444337232431112
30,nan,-0.0014363227852435747,0.0014363227852435747
781,CAGL0L08932g,0.001423567899706367,0.001423567899706367
789,nan,-0.0014163671666341357,0.0014163671666341357
164,CAGL0H10626g,0.0014111801109454225,0.0014111801109454225
406,CAGL0E04796g,0.0014087187817374703,0.0014087187817374703
765,CAGL0L10670g,-0.0014048027379796589,0.0014048027379796589
462,CAGL0J00968g,-0.001390622545700956,0.001390622545700956
454,nan,0.0013859241073601433,0.0013859241073601433
689,nan,-0.001384633823719169,0.001384633823719169
695,CAGL0M06325g,0.001379967210879662,0.001379967210879662
657,CAGL0M12430g,-0.0013767176969616446,0.0013767176969616446
298,CAGL0G03795g,0.0013764404058674322,0.0013764404058674322
331,nan,0.0013694997998524138,0.0013694997998524138
358,CAGL0D06710g,0.0013694234892643222,0.0013694234892643222
826,CAGL0L03916g,-0.0013653932649846329,0.0013653932649846329
838,nan,-0.0013499008919103574,0.0013499008919103574
49,CAGL0K05335g,-0.0013497340301011952,0.0013497340301011952
257,nan,0.0013483263902256298,0.0013483263902256298
249,nan,-0.0013391197470941341,0.0013391197470941341
701,nan,-0.0013340394483558292,0.0013340394483558292
158,nan,-0.0013162174039088015,0.0013162174039088015
672,CAGL0M10307g,-0.001298795475313614,0.001298795475313614
182,CAGL0H09350g,-0.001298795475313614,0.001298795475313614
327,nan,0.0012872329081302415,0.0012872329081302415
79,CAGL0K01925g,-0.0012727681527642987,0.0012727681527642987
394,nan,-0.0012687366697191435,0.0012687366697191435
413,CAGL0E05874g,-0.0012607292309926206,0.0012607292309926206
799,CAGL0L06358g,-0.0012607292309926206,0.0012607292309926206
52,CAGL0K04917g,0.0012555374837940928,0.0012555374837940928
523,CAGL0J11638g,0.0012452804893071782,0.0012452804893071782
41,nan,0.001236894512474601,0.001236894512474601
627,CAGL0F03399g,-0.0012336078923624741,0.0012336078923624741
592,CAGL0F07073g,-0.0012288551673413398,0.0012288551673413398
297,CAGL0G03861g,0.001211919118825219,0.001211919118825219
582,CAGL0F08041g,-0.0012114388868869465,0.0012114388868869465
329,nan,0.00121068855747527,0.00121068855747527
25,CAGL0K08052g,0.00121068855747527,0.00121068855747527
530,CAGL0M14300g,-0.0011993327958585852,0.0011993327958585852
802,CAGL0L06204g,-0.0011988833898098803,0.0011988833898098803
679,nan,0.0011981567624689883,0.0011981567624689883
562,CAGL0A00605g,0.0011941349383254578,0.0011941349383254578
797,CAGL0L06644g,-0.0011868224359607295,0.0011868224359607295
3,CAGL0K12760g,-0.0011833928783990773,0.0011833928783990773
502,CAGL0J07678g,0.0011752887965785143,0.0011752887965785143
793,nan,0.0011720217971631212,0.0011720217971631212
741,CAGL0M00286g,0.0011716364311568468,0.0011716364311568468
173,CAGL0H09834g,-0.001170668948316381,0.001170668948316381
354,CAGL0D06292g,0.001168347304631623,0.001168347304631623
768,CAGL0L10406g,0.0011622656642389093,0.0011622656642389093
536,nan,0.0011622656642389093,0.0011622656642389093
503,nan,-0.001161308664951226,0.001161308664951226
292,CAGL0G03971g,-0.00115811876763233,0.00115811876763233
111,CAGL0I04246g,0.0011470421924020925,0.0011470421924020925
605,nan,0.0011469673424333777,0.0011469673424333777
785,CAGL0L08624g,0.0011445881887813367,0.0011445881887813367
201,CAGL0H05511g-T-E1,0.0011394519556109641,0.0011394519556109641
229,nan,0.001136114207528417,0.001136114207528417
2,nan,-0.00113254604496922,0.00113254604496922
567,CAGL0A00099g,-0.0011310648647345149,0.0011310648647345149
295,CAGL0G03927g,0.0011269680537556116,0.0011269680537556116
357,nan,0.0011175620211281345,0.0011175620211281345
804,nan,-0.0011128823268120745,0.0011128823268120745
571,nan,-0.0010899547297865723,0.0010899547297865723
516,CAGL0J10384g,-0.0010861046899479955,0.0010861046899479955
92,CAGL0I00726g,0.0010851165258023677,0.0010851165258023677
699,nan,0.0010761708351604215,0.0010761708351604215
109,CAGL0I03828g,0.001075058086193225,0.001075058086193225
362,CAGL0E00231g,0.0010705047900472562,0.0010705047900472562
858,nan,0.0010705006419467378,0.0010705006419467378
175,nan,0.0010630517614753235,0.0010630517614753235
527,CAGL0J11858g,0.0010613086053790472,0.0010613086053790472
235,nan,0.0010548107570010068,0.0010548107570010068
710,CAGL0M04389g,-0.0010544434008407555,0.0010544434008407555
616,nan,0.0010502377825270942,0.0010502377825270942
662,CAGL0M12100g,0.0010135973574619554,0.0010135973574619554
306,nan,0.0010090428325410983,0.0010090428325410983
212,CAGL0H04631g,0.0010089047098425946,0.0010089047098425946
359,CAGL0D06710g,0.0010068630874400925,0.0010068630874400925
631,nan,0.0009927623208374435,0.0009927623208374435
14,CAGL0K10626g,0.0009905699689892302,0.0009905699689892302
520,CAGL0J11528g,0.00098631951096244,0.00098631951096244
866,CAGL0C03267g,0.0009794412752541354,0.0009794412752541354
566,CAGL0A00099g,-0.0009768996166838705,0.0009768996166838705
635,nan,-0.0009703911864434692,0.0009703911864434692
114,CAGL0I04422g,0.0009630924851851749,0.0009630924851851749
764,nan,-0.0009624330518339149,0.0009624330518339149
549,nan,-0.0009601998820045943,0.0009601998820045943
586,nan,-0.0009506949768902394,0.0009506949768902394
754,CAGL0L12056g,0.0009474934978083709,0.0009474934978083709
108,CAGL0I03806g,0.000946759709395529,0.000946759709395529
594,nan,0.0009433965113419305,0.0009433965113419305
756,nan,-0.0009392353192839307,0.0009392353192839307
352,CAGL0D05544g,-0.0009377440352161775,0.0009377440352161775
731,nan,0.0009352182236166579,0.0009352182236166579
730,nan,-0.000933303211044073,0.000933303211044073
106,CAGL0I03454g,-0.000928054079015007,0.000928054079015007
629,nan,-0.000928054079015007,0.000928054079015007
603,CAGL0F05115g,0.0009239451444838131,0.0009239451444838131
673,CAGL0M10235g,0.0009195119519418182,0.0009195119519418182
328,nan,-0.0009152700378047112,0.0009152700378047112
873,nan,0.0009150182378271016,0.0009150182378271016
878,nan,-0.000912841355700896,0.000912841355700896
110,CAGL0I03828g,0.0009127884717278,0.0009127884717278
841,CAGL0L01771g,-0.0009032063933820698,0.0009032063933820698
130,CAGL0I05764g,-0.0009001646280150207,0.0009001646280150207
678,CAGL0M09020g,-0.000898118646900561,0.000898118646900561
119,nan,-0.000898118646900561,0.000898118646900561
521,CAGL0J11550g,-0.000896058358603992,0.000896058358603992
867,CAGL0C03267g,0.0008949936303177685,0.0008949936303177685
348,CAGL0D05434g,0.00089348735453167,0.00089348735453167
198,CAGL0H06567g,0.0008894819128420473,0.0008894819128420473
752,nan,0.0008894819128420473,0.0008894819128420473
720,CAGL0M03025g,-0.0008822842056380035,0.0008822842056380035
262,CAGL0G08558g,0.0008822531802236731,0.0008822531802236731
217,CAGL0H04037g,-0.0008777589574802444,0.0008777589574802444
167,CAGL0H10164g,0.0008772727387165821,0.0008772727387165821
568,CAGL0A00099g,-0.0008750211445920291,0.0008750211445920291
561,CAGL0A01023g,0.0008716992481791898,0.0008716992481791898
392,nan,-0.0008688866231720401,0.0008688866231720401
17,CAGL0K10076g,0.0008533368772752738,0.0008533368772752738
823,CAGL0L03916g,0.0008520888509635218,0.0008520888509635218
82,CAGL0K01353g,0.0008446765714856365,0.0008446765714856365
458,CAGL0J00451g,0.0008446765714856365,0.0008446765714856365
289,nan,0.0008446765714856365,0.0008446765714856365
403,nan,0.0008438562002686352,0.0008438562002686352
118,CAGL0I04972g,-0.0008436936257907261,0.0008436936257907261
835,CAGL0L02453g,0.0008335560111192641,0.0008335560111192641
450,CAGL0B00550g,0.0008299516933012778,0.0008299516933012778
518,nan,0.0008299516933012778,0.0008299516933012778
125,CAGL0I05082g,-0.0008293272911822368,0.0008293272911822368
751,CAGL0L12936g,0.000825470131384089,0.000825470131384089
461,nan,0.0008245963416497272,0.0008245963416497272
223,CAGL0H02959g,0.000821932925802032,0.000821932925802032
232,nan,-0.0008192408744114495,0.0008192408744114495
168,CAGL0H10098g,-0.0008192408744114495,0.0008192408744114495
773,CAGL0L10043g,-0.0008188699359904661,0.0008188699359904661
871,nan,-0.000812054279571549,0.000812054279571549
378,CAGL0E02057g,0.0008089392872985455,0.0008089392872985455
737,CAGL0M00814g,0.0008079460792168096,0.0008079460792168096
540,nan,0.0008060251579988976,0.0008060251579988976
775,CAGL0L09845g,-0.000803679486063348,0.000803679486063348
464,CAGL0J01529g,0.0008025560955433829,0.0008025560955433829
832,CAGL0L02849g,-0.0008014224744850012,0.0008014224744850012
648,CAGL0M13827g,-0.0008014224744850012,0.0008014224744850012
816,CAGL0L05456g,0.000800292733180146,0.000800292733180146
610,CAGL0F04565g,-0.0008002781327398769,0.0008002781327398769
426,nan,-0.0007954828796510615,0.0007954828796510615
377,CAGL0E02057g,0.0007889621640733268,0.0007889621640733268
427,CAGL0B04191g,0.0007819396107535667,0.0007819396107535667
374,CAGL0E01617g,0.0007772383056279002,0.0007772383056279002
261,nan,-0.000776973695062457,0.000776973695062457
333,CAGL0D01298g,-0.000776973695062457,0.000776973695062457
335,CAGL0D01892g,-0.0007761203465894411,0.0007761203465894411
190,nan,-0.0007680344795883355,0.0007680344795883355
188,CAGL0H08866g,-0.0007658589081362256,0.0007658589081362256
120,CAGL0I05016g,-0.0007631167660829614,0.0007631167660829614
726,CAGL0M01914g,0.0007607922475100569,0.0007607922475100569
833,CAGL0L02799g,-0.0007601206523106587,0.0007601206523106587
638,CAGL0F00913g,0.0007594667829078586,0.0007594667829078586
172,CAGL0H09856g,0.000758210431200721,0.000758210431200721
203,CAGL0H05511g-T-E1,0.0007576108328826195,0.0007576108328826195
98,nan,-0.000756860826610563,0.000756860826610563
646,nan,0.0007547172090735431,0.0007547172090735431
625,CAGL0F03751g,0.0007488768241107438,0.0007488768241107438
46,nan,0.0007448450903485509,0.0007448450903485509
575,CAGL0F09119g,0.0007445812339628674,0.0007445812339628674
714,nan,-0.0007424499452281047,0.0007424499452281047
770,CAGL0L10252g,-0.0007402746413580953,0.0007402746413580953
494,CAGL0J06600g,-0.0007402746413580953,0.0007402746413580953
559,CAGL0A01540g,0.0007373409839658097,0.0007373409839658097
323,nan,0.0007359233126377129,0.0007359233126377129
160,nan,0.0007359233126377129,0.0007359233126377129
446,CAGL0B01287g,-0.000733638823454452,0.000733638823454452
33,CAGL0K07293g,-0.0007326719283395228,0.0007326719283395228
639,nan,0.0007262061339800164,0.0007262061339800164
840,CAGL0L01771g,-0.0007231611920948329,0.0007231611920948329
280,nan,-0.0007228617636368678,0.0007228617636368678
510,nan,-0.0007228617636368678,0.0007228617636368678
790,nan,-0.0007228617636368678,0.0007228617636368678
53,CAGL0K04697g,0.0007205541930192574,0.0007205541930192574
711,nan,-0.0007144563942922522,0.0007144563942922522
800,nan,-0.0007123796290594464,0.0007123796290594464
758,CAGL0L11770g,0.0007100761726810753,0.0007100761726810753
209,nan,-0.0007089172054279704,0.0007089172054279704
202,CAGL0H05511g-T-E1,0.0007067277953191459,0.0007067277953191459
796,nan,-0.0007062353532227411,0.0007062353532227411
633,CAGL0F01727g,0.0007032156098538149,0.0007032156098538149
466,nan,0.0007022668174087719,0.0007022668174087719
644,nan,0.0007022668174087719,0.0007022668174087719
748,nan,0.0006977974576265391,0.0006977974576265391
216,CAGL0H04367g,0.0006905338637662801,0.0006905338637662801
528,nan,0.0006905338637662801,0.0006905338637662801
750,CAGL0L12936g,0.0006904185945618172,0.0006904185945618172
419,CAGL0B04895g-T-E2,-0.0006888713128238757,0.0006888713128238757
431,CAGL0B03619g,0.0006879250119579405,0.0006879250119579405
371,nan,-0.0006874458160565142,0.0006874458160565142
617,nan,0.0006863346444896056,0.0006863346444896056
865,nan,-0.0006753968631656943,0.0006753968631656943
628,CAGL0F03399g,-0.0006678582063466701,0.0006678582063466701
812,nan,-0.0006678582063466701,0.0006678582063466701
763,nan,0.0006669153460511647,0.0006669153460511647
214,CAGL0H04609g,0.0006662042619667719,0.0006662042619667719
103,nan,-0.0006654598249912395,0.0006654598249912395
445,CAGL0B01353g,-0.0006629005435936353,0.0006629005435936353
782,CAGL0L08822g,0.0006604069988572447,0.0006604069988572447
452,CAGL0J00132g,0.0006604069988572447,0.0006604069988572447
55,nan,-0.0006594851638102252,0.0006594851638102252
302,nan,0.0006592551409031681,0.0006592551409031681
453,CAGL0J00132g,0.0006547109979854334,0.0006547109979854334
508,nan,-0.0006536403520605307,0.0006536403520605307
215,CAGL0H04521g,0.0006491162593513468,0.0006491162593513468
390,CAGL0E03630g,0.0006486379847078663,0.0006486379847078663
38,CAGL0K06831g,0.0006471539860926097,0.0006471539860926097
856,CAGL0C01199g,0.0006471539860926097,0.0006471539860926097
366,nan,0.0006456927725950393,0.0006456927725950393
670,CAGL0M11704g,0.0006456927725950393,0.0006456927725950393
15,CAGL0K10142g,-0.0006454614361147497,0.0006454614361147497
187,CAGL0H09152g,-0.0006411428950086686,0.0006411428950086686
310,nan,-0.000640036911848494,0.000640036911848494
692,CAGL0M07293g,-0.000640024636806389,0.000640024636806389
570,CaglfMt19,-0.0006381323547622678,0.0006381323547622678
59,CAGL0K04521g,-0.0006334256845577661,0.0006334256845577661
771,CAGL0L10186g,-0.0006334256845577661,0.0006334256845577661
174,nan,0.0006313455174473186,0.0006313455174473186
507,CAGL0J08591g,-0.0006256594405465155,0.0006256594405465155
844,CAGL0L01485g,0.0006244039081910305,0.0006244039081910305
219,CAGL0H03509g,0.0006244039081910305,0.0006244039081910305
569,CAGL0A00099g,-0.0006236548357174213,0.0006236548357174213
83,nan,-0.0006211396903575898,0.0006211396903575898
264,CAGL0G08063g,-0.0006182640024251036,0.0006182640024251036
347,CAGL0D05148g,0.0006176138211013267,0.0006176138211013267
808,nan,-0.0006163629277151135,0.0006163629277151135
384,nan,0.0006154615095975362,0.0006154615095975362
579,CAGL0F08393g,-0.0006129599491317022,0.0006129599491317022
715,CAGL0M03531g,0.0006109752561781884,0.0006109752561781884
757,CAGL0L11770g,0.0006085496971525407,0.0006085496971525407
270,CAGL0G06358g,0.0005957669807854182,0.0005957669807854182
676,CAGL0M09515g,-0.0005913250145015677,0.0005913250145015677
588,CAGL0F07359g,-0.0005870142666882199,0.0005870142666882199
287,CAGL0G04609g,-0.0005861464520264109,0.0005861464520264109
148,nan,-0.0005861464520264109,0.0005861464520264109
859,CAGL0C02255g,0.000585784695984845,0.000585784695984845
872,CAGL0C04367g,-0.0005857233231891194,0.0005857233231891194
269,CAGL0G06446g,-0.0005851512742419696,0.0005851512742419696
278,CAGL0G05698g,0.0005750804662727094,0.0005750804662727094
794,nan,-0.0005681941021125528,0.0005681941021125528
19,nan,-0.0005648517228844647,0.0005648517228844647
469,CAGL0J01595g,0.0005637003402063179,0.0005637003402063179
593,CAGL0F07007g,-0.0005634834827701084,0.0005634834827701084
681,nan,-0.0005634834827701084,0.0005634834827701084
581,nan,0.0005625828642278074,0.0005625828642278074
156,CAGL0I10200g,-0.0005564411634060373,0.0005564411634060373
543,nan,-0.0005495680021556514,0.0005495680021556514
777,nan,0.0005478568036636527,0.0005478568036636527
43,nan,-0.0005395787703901848,0.0005395787703901848
724,nan,-0.0005395787703901848,0.0005395787703901848
860,CAGL0C02343g,0.0005380741537840647,0.0005380741537840647
733,CAGL0M01364g,0.0005380741537840647,0.0005380741537840647
545,CAGL0A02838g,0.0005380741537840647,0.0005380741537840647
697,CAGL0M05885g,-0.0005341835168697972,0.0005341835168697972
165,nan,-0.0005326610938467208,0.0005326610938467208
68,nan,0.0005261228428953351,0.0005261228428953351
602,nan,0.0005261228428953351,0.0005261228428953351
712,CAGL0M04235g,0.0005165485359947858,0.0005165485359947858
718,CAGL0M03355g,0.0005146829193188071,0.0005146829193188071
435,nan,0.0005146829193188071,0.0005146829193188071
273,nan,0.0005118986995079663,0.0005118986995079663
364,CAGL0E00275g,-0.0005116676816337355,0.0005116676816337355
290,CAGL0G04279g,-0.000508747478408182,0.000508747478408182
291,CAGL0G04279g,-0.000508747478408182,0.000508747478408182
9,nan,-0.0005087474784081819,0.0005087474784081819
772,nan,-0.0004946183243869734,0.0004946183243869734
245,nan,0.0004940948449352175,0.0004940948449352175
155,CAGL0I10200g,0.0004898332840002604,0.0004898332840002604
140,CAGL0I07837g,0.0004881475998970952,0.0004881475998970952
330,nan,-0.00048386342958066093,0.00048386342958066093
671,CAGL0M11264g,0.00047350677055163585,0.00047350677055163585
194,nan,-0.00046858578099819053,0.00046858578099819053
137,CAGL0I07667g,-0.00045423405051161873,0.00045423405051161873
62,CAGL0K04411g,0.00042325288506415276,0.00042325288506415276
517,nan,-0.00036063902486131385,0.00036063902486131385
344,nan,0.0003144114482304749,0.0003144114482304749
511,CAGL0J09658g,0.0003037307461169389,0.0003037307461169389
534,CAGL0A04785g,-0.00028851190006194227,0.00028851190006194227
801,nan,-0.00028662562788208453,0.00028662562788208453
127,CAGL0I05566g,0.00028004255565784074,0.00028004255565784074
874,nan,0.00025116105267543754,0.00025116105267543754
284,nan,0.00021873432927137674,0.00021873432927137674
755,nan,0.00021730724366796086,0.00021730724366796086
131,CAGL0I06138g,-0.00021262812301559158,0.00021262812301559158
36,CAGL0K07271g,0.00018978762973222946,0.00018978762973222946
84,CAGL0K00913g,0.00018734146769313042,0.00018734146769313042
161,CAGL0I10923g,0.00018324540356951555,0.00018324540356951555
353,nan,0.0001760071627263043,0.0001760071627263043
636,CAGL0F01243g,0.00016230636649710602,0.00016230636649710602
193,CAGL0H08019g,0.00015873865372104782,0.00015873865372104782
138,nan,0.00015630835373301588,0.00015630835373301588
492,CAGL0J06006g,-0.0001471744999405671,0.0001471744999405671
619,CAGL0F04125g,-0.00014664972402378686,0.00014664972402378686
645,CAGL0F00275g,0.000146197981027722,0.000146197981027722
233,nan,0.0001360451620620753,0.0001360451620620753
580,CAGL0F08371g,0.00012721144226418487,0.00012721144226418487
674,CAGL0M10219g,0.00012399042412313102,0.00012399042412313102
857,nan,0.00012244113562040788,0.00012244113562040788
296,CAGL0G03883g,0.00011979332046692105,0.00011979332046692105
285,nan,0.00011661130501640539,0.00011661130501640539
246,nan,0.0001138980094510545,0.0001138980094510545
484,nan,0.00011181814269398988,0.00011181814269398988
855,CAGL0C00110g-T-E2,0.00010883710917874469,0.00010883710917874469
54,CAGL0K04697g,0.0001078102361880061,0.0001078102361880061
410,nan,0.00010764045114661261,0.00010764045114661261
693,CAGL0M07161g,0.00010764045114661261,0.00010764045114661261
557,nan,0.00010740373161775024,0.00010740373161775024
247,CAGL0G09537g,9.069786307369734e-05,9.069786307369734e-05
303,nan,8.777070365813444e-05,8.777070365813444e-05
128,nan,-8.577097721322313e-05,8.577097721322313e-05
744,CAGL0M00132g-T-E1,7.949384187833745e-05,7.949384187833745e-05
595,nan,5.8443332064975414e-05,5.8443332064975414e-05
485,nan,-5.203846632558045e-05,5.203846632558045e-05
308,CAGL0G02937g,-2.6380539235558937e-05,2.6380539235558937e-05
615,CAGL0F04257g,-4.595142164030149e-06,4.595142164030149e-06
